produto_id,date,time,nome_produto,valor,categoria,status,departamento
30,2026-02-05,01:29:50,Lego Compatível 500 peças,2294.51,Importado,cancelado,Casa & Cozinha
19,2026-02-05,21:04:40,Kit Ferramentas 46 peças,447.33,Infantil,cancelado,Esportes
23,2026-02-05,21:54:12,Perfume Masculino 100ml,822.56,Infantil,cancelado,Esportes
14,2026-02-05,04:02:31,Lâmpada Smart LED,1164.37,Infantil,ativo,Casa & Cozinha
14,2026-02-05,04:46:22,Lâmpada Smart LED,422.48,Premium,produzinho,Casa & Cozinha
6,2026-02-05,14:46:56,Garrafa Térmica 750ml,428.81,Importado,cancelado,Esportes
15,2026-02-05,22:10:29,Power Bank 20.000mAh,1229.91,Edição Especial,produzinho,Eletrônicos
16,2026-02-05,13:10:15,Carregador Turbo USB‑C,2035.53,Acessórios,em baixa,Eletrônicos
18,2026-02-05,00:28:32,Organizador de Cabos,491.15,Premium,ativo,Esportes
16,2026-02-05,18:33:32,Carregador Turbo USB‑C,1430.43,Acessórios,produzinho,Eletrônicos
24,2026-02-05,06:34:45,Perfume Feminino 100ml,774.9,Acessórios,produzinho,Beleza
6,2026-02-05,21:49:47,Garrafa Térmica 750ml,1706.36,Acessórios,ativo,Moda
14,2026-02-05,15:21:39,Lâmpada Smart LED,1966.64,Acessórios,produzinho,Moda
6,2026-02-05,02:36:20,Garrafa Térmica 750ml,648.54,Premium,produzinho,Beleza
26,2026-02-05,15:22:57,Shampoo Reparação 500ml,796.62,Infantil,produzinho,Beleza
17,2026-02-05,03:37:18,Cabo USB‑C Reforçado 2m,1998.09,Edição Especial,em baixa,Casa & Cozinha
3,2026-02-05,13:09:34,Fone Bluetooth In-Ear,2311.85,Edição Especial,ativo,Moda
14,2026-02-05,13:23:40,Lâmpada Smart LED,1139.55,Básico,cancelado,Eletrônicos
25,2026-02-05,12:45:06,Creme Hidratante 400ml,727.38,Infantil,em baixa,Casa & Cozinha
6,2026-02-05,19:36:09,Garrafa Térmica 750ml,126.77,Básico,cancelado,Moda
26,2026-02-05,19:56:48,Shampoo Reparação 500ml,1553.0,Sustentável,em baixa,Casa & Cozinha
5,2026-02-05,03:05:56,Mochila Notebook 15.6,122.33,Premium,produzinho,Beleza
13,2026-02-05,23:03:02,Câmera de Segurança Wi‑Fi,2030.52,Importado,em baixa,Esportes
20,2026-02-05,09:25:18,Panela Antiaderente 24cm,852.33,Premium,cancelado,Eletrônicos
12,2026-02-05,02:55:24,"Monitor 24"" Full HD",2335.36,Sustentável,cancelado,Esportes
19,2026-02-05,13:17:10,Kit Ferramentas 46 peças,90.17,Acessórios,cancelado,Eletrônicos
29,2026-02-05,03:56:55,Boneco Colecionável,704.41,Infantil,cancelado,Beleza
15,2026-02-05,04:55:50,Power Bank 20.000mAh,653.21,Importado,em baixa,Casa & Cozinha
8,2026-02-05,15:45:31,Liquidificador 1200W,758.61,Importado,em baixa,Esportes
4,2026-02-05,00:15:38,Smartwatch Fitness Pro,987.49,Acessórios,cancelado,Casa & Cozinha
13,2026-02-05,13:38:53,Câmera de Segurança Wi‑Fi,1260.5,Sustentável,produzinho,Beleza
18,2026-02-05,19:12:31,Organizador de Cabos,1407.56,Sustentável,ativo,Esportes
2,2026-02-05,01:00:34,Tênis Running Leve,837.46,Infantil,ativo,Casa & Cozinha
19,2026-02-05,19:17:03,Kit Ferramentas 46 peças,1034.23,Infantil,em baixa,Esportes
17,2026-02-05,20:22:10,Cabo USB‑C Reforçado 2m,1249.56,Sustentável,produzinho,Esportes
3,2026-02-05,22:57:21,Fone Bluetooth In-Ear,490.84,Importado,cancelado,Beleza
8,2026-02-05,08:50:04,Liquidificador 1200W,1067.94,Premium,em baixa,Beleza
5,2026-02-05,10:57:09,Mochila Notebook 15.6,1646.28,Premium,ativo,Casa & Cozinha
19,2026-02-05,20:20:42,Kit Ferramentas 46 peças,984.62,Sustentável,produzinho,Beleza
14,2026-02-05,16:14:54,Lâmpada Smart LED,320.89,Sustentável,ativo,Esportes
17,2026-02-05,19:39:32,Cabo USB‑C Reforçado 2m,82.66,Sustentável,cancelado,Esportes
29,2026-02-05,07:30:01,Boneco Colecionável,1622.14,Importado,produzinho,Beleza
21,2026-02-05,05:27:51,Jogo de Lençol Queen,2179.09,Sustentável,em baixa,Moda
9,2026-02-05,17:36:42,Air Fryer 4L Digital,133.92,Premium,cancelado,Casa & Cozinha
21,2026-02-05,14:45:04,Jogo de Lençol Queen,981.8,Básico,cancelado,Esportes
25,2026-02-05,23:58:11,Creme Hidratante 400ml,2033.58,Acessórios,produzinho,Moda
3,2026-02-05,12:43:21,Fone Bluetooth In-Ear,343.17,Importado,ativo,Eletrônicos
24,2026-02-05,10:42:17,Perfume Feminino 100ml,51.3,Básico,em baixa,Eletrônicos
1,2026-02-05,12:45:44,Camiseta Básica Algodão,2313.5,Infantil,cancelado,Moda
15,2026-02-05,05:02:47,Power Bank 20.000mAh,1704.71,Infantil,produzinho,Esportes
18,2026-02-05,22:38:29,Organizador de Cabos,1939.45,Acessórios,ativo,Beleza
21,2026-02-05,13:59:17,Jogo de Lençol Queen,2342.09,Acessórios,produzinho,Beleza
25,2026-02-05,01:52:01,Creme Hidratante 400ml,2044.96,Premium,ativo,Esportes
13,2026-02-05,04:19:21,Câmera de Segurança Wi‑Fi,1724.25,Sustentável,em baixa,Esportes
16,2026-02-05,23:50:17,Carregador Turbo USB‑C,1891.73,Infantil,cancelado,Esportes
4,2026-02-05,13:55:59,Smartwatch Fitness Pro,951.48,Infantil,em baixa,Moda
21,2026-02-05,02:45:36,Jogo de Lençol Queen,1964.05,Acessórios,em baixa,Casa & Cozinha
9,2026-02-05,10:08:14,Air Fryer 4L Digital,489.08,Infantil,cancelado,Eletrônicos
