produto_id,date,time,nome_produto,valor,categoria,status,departamento
13,2026-02-01,04:22:24,Câmera de Segurança Wi‑Fi,1332.87,Básico,ativo,Beleza
2,2026-02-01,14:26:45,Tênis Running Leve,2459.12,Básico,cancelado,Esportes
20,2026-02-01,18:04:13,Panela Antiaderente 24cm,1255.62,Básico,cancelado,Esportes
17,2026-02-01,08:19:10,Cabo USB‑C Reforçado 2m,1033.86,Premium,ativo,Moda
11,2026-02-01,18:11:30,Mouse Gamer 12000 DPI,711.29,Premium,produzinho,Eletrônicos
26,2026-02-01,11:36:23,Shampoo Reparação 500ml,2402.25,Importado,produzinho,Eletrônicos
27,2026-02-01,20:58:34,Livro Best‑Seller,699.61,Infantil,em baixa,Beleza
9,2026-02-01,09:32:52,Air Fryer 4L Digital,898.78,Edição Especial,ativo,Casa & Cozinha
29,2026-02-01,17:19:47,Boneco Colecionável,410.26,Infantil,cancelado,Eletrônicos
6,2026-02-01,16:31:54,Garrafa Térmica 750ml,1591.62,Básico,cancelado,Moda
24,2026-02-01,08:47:59,Perfume Feminino 100ml,127.18,Básico,ativo,Casa & Cozinha
28,2026-02-01,15:54:40,Caderno Universitário 10 matérias,2193.55,Infantil,em baixa,Casa & Cozinha
8,2026-02-01,23:25:50,Liquidificador 1200W,878.02,Importado,produzinho,Casa & Cozinha
2,2026-02-01,18:53:50,Tênis Running Leve,567.04,Infantil,ativo,Eletrônicos
24,2026-02-01,10:19:15,Perfume Feminino 100ml,1064.99,Importado,ativo,Moda
21,2026-02-01,09:11:14,Jogo de Lençol Queen,722.69,Premium,produzinho,Moda
23,2026-02-01,07:45:50,Perfume Masculino 100ml,2478.69,Infantil,produzinho,Eletrônicos
29,2026-02-01,04:17:53,Boneco Colecionável,2371.69,Acessórios,ativo,Eletrônicos
23,2026-02-01,21:19:53,Perfume Masculino 100ml,1733.95,Edição Especial,em baixa,Esportes
16,2026-02-01,07:19:50,Carregador Turbo USB‑C,1949.64,Básico,cancelado,Casa & Cozinha
2,2026-02-01,14:42:56,Tênis Running Leve,652.16,Infantil,em baixa,Casa & Cozinha
22,2026-02-01,06:26:54,Toalha de Banho Premium,2457.13,Premium,produzinho,Casa & Cozinha
22,2026-02-01,23:55:22,Toalha de Banho Premium,669.5,Básico,cancelado,Moda
12,2026-02-01,01:13:35,"Monitor 24"" Full HD",1186.56,Sustentável,produzinho,Beleza
18,2026-02-01,23:05:05,Organizador de Cabos,1205.31,Edição Especial,ativo,Esportes
27,2026-02-01,18:03:56,Livro Best‑Seller,2077.15,Acessórios,produzinho,Esportes
30,2026-02-01,12:39:59,Lego Compatível 500 peças,1081.92,Acessórios,em baixa,Eletrônicos
27,2026-02-01,06:31:37,Livro Best‑Seller,2480.32,Acessórios,cancelado,Moda
25,2026-02-01,21:35:36,Creme Hidratante 400ml,236.54,Básico,ativo,Eletrônicos
22,2026-02-01,13:57:41,Toalha de Banho Premium,2313.65,Premium,produzinho,Eletrônicos
1,2026-02-01,13:35:35,Camiseta Básica Algodão,1664.28,Infantil,cancelado,Moda
5,2026-02-01,03:50:34,Mochila Notebook 15.6,486.0,Sustentável,produzinho,Casa & Cozinha
5,2026-02-01,05:49:12,Mochila Notebook 15.6,1532.82,Básico,cancelado,Casa & Cozinha
5,2026-02-01,14:11:20,Mochila Notebook 15.6,2258.96,Edição Especial,ativo,Beleza
12,2026-02-01,17:01:42,"Monitor 24"" Full HD",2018.84,Acessórios,produzinho,Esportes
5,2026-02-01,10:02:20,Mochila Notebook 15.6,1795.08,Premium,cancelado,Eletrônicos
29,2026-02-01,06:46:08,Boneco Colecionável,1404.5,Sustentável,cancelado,Eletrônicos
8,2026-02-01,12:48:09,Liquidificador 1200W,406.86,Importado,ativo,Esportes
28,2026-02-01,18:04:50,Caderno Universitário 10 matérias,1985.91,Premium,produzinho,Casa & Cozinha
15,2026-02-01,14:44:04,Power Bank 20.000mAh,426.88,Importado,produzinho,Eletrônicos
28,2026-02-01,23:17:04,Caderno Universitário 10 matérias,492.21,Edição Especial,ativo,Moda
5,2026-02-01,00:27:03,Mochila Notebook 15.6,1841.8,Sustentável,em baixa,Esportes
24,2026-02-01,13:31:08,Perfume Feminino 100ml,2009.97,Infantil,produzinho,Esportes
18,2026-02-01,06:05:21,Organizador de Cabos,843.98,Básico,em baixa,Eletrônicos
24,2026-02-01,04:39:13,Perfume Feminino 100ml,577.6,Acessórios,em baixa,Casa & Cozinha
5,2026-02-01,16:12:12,Mochila Notebook 15.6,957.83,Sustentável,cancelado,Moda
16,2026-02-01,06:55:36,Carregador Turbo USB‑C,2291.93,Premium,em baixa,Beleza
27,2026-02-01,14:15:23,Livro Best‑Seller,629.82,Importado,ativo,Eletrônicos
5,2026-02-01,16:24:15,Mochila Notebook 15.6,1958.66,Premium,ativo,Moda
4,2026-02-01,08:56:59,Smartwatch Fitness Pro,2207.96,Importado,cancelado,Moda
9,2026-02-01,10:31:18,Air Fryer 4L Digital,1392.1,Básico,ativo,Esportes
2,2026-02-01,14:27:04,Tênis Running Leve,1399.86,Sustentável,ativo,Moda
15,2026-02-01,23:27:52,Power Bank 20.000mAh,1250.5,Infantil,ativo,Esportes
29,2026-02-01,05:53:07,Boneco Colecionável,2312.16,Edição Especial,produzinho,Esportes
9,2026-02-01,02:40:49,Air Fryer 4L Digital,342.91,Edição Especial,produzinho,Esportes
5,2026-02-01,11:56:23,Mochila Notebook 15.6,934.97,Sustentável,ativo,Esportes
1,2026-02-01,20:38:07,Camiseta Básica Algodão,357.87,Edição Especial,em baixa,Beleza
30,2026-02-01,09:01:45,Lego Compatível 500 peças,2128.69,Básico,em baixa,Moda
24,2026-02-01,18:58:01,Perfume Feminino 100ml,1850.98,Edição Especial,ativo,Esportes
6,2026-02-01,03:38:20,Garrafa Térmica 750ml,1942.11,Sustentável,cancelado,Casa & Cozinha
12,2026-02-01,16:30:56,"Monitor 24"" Full HD",983.24,Infantil,ativo,Moda
27,2026-02-01,01:28:54,Livro Best‑Seller,1287.61,Básico,ativo,Esportes
