produto_id,date,time,nome_produto,valor,categoria,status,departamento
23,2026-02-08,17:42:35,Perfume Masculino 100ml,1155.92,Premium,cancelado,Casa & Cozinha
12,2026-02-08,06:47:07,"Monitor 24"" Full HD",371.99,Básico,produzinho,Beleza
22,2026-02-08,19:31:01,Toalha de Banho Premium,837.82,Premium,ativo,Moda
29,2026-02-08,14:13:52,Boneco Colecionável,901.91,Edição Especial,cancelado,Esportes
23,2026-02-08,22:59:39,Perfume Masculino 100ml,2055.48,Importado,cancelado,Moda
3,2026-02-08,06:38:56,Fone Bluetooth In-Ear,1613.87,Acessórios,em baixa,Esportes
21,2026-02-08,18:12:11,Jogo de Lençol Queen,1511.8,Premium,em baixa,Casa & Cozinha
16,2026-02-08,19:25:48,Carregador Turbo USB‑C,2443.14,Importado,ativo,Casa & Cozinha
26,2026-02-08,04:29:27,Shampoo Reparação 500ml,1716.74,Premium,produzinho,Casa & Cozinha
26,2026-02-08,19:27:52,Shampoo Reparação 500ml,1338.27,Premium,em baixa,Beleza
29,2026-02-08,19:12:19,Boneco Colecionável,413.97,Acessórios,ativo,Beleza
26,2026-02-08,03:59:28,Shampoo Reparação 500ml,407.04,Premium,ativo,Beleza
26,2026-02-08,03:40:11,Shampoo Reparação 500ml,1728.46,Importado,produzinho,Esportes
7,2026-02-08,22:28:51,Cafeteira Elétrica 30xícaras,862.77,Acessórios,produzinho,Beleza
25,2026-02-08,19:25:11,Creme Hidratante 400ml,357.06,Premium,ativo,Casa & Cozinha
7,2026-02-08,17:42:52,Cafeteira Elétrica 30xícaras,112.98,Acessórios,cancelado,Eletrônicos
19,2026-02-08,19:25:43,Kit Ferramentas 46 peças,83.94,Básico,ativo,Eletrônicos
15,2026-02-08,04:29:03,Power Bank 20.000mAh,668.41,Acessórios,produzinho,Eletrônicos
26,2026-02-08,11:44:56,Shampoo Reparação 500ml,452.38,Importado,cancelado,Esportes
9,2026-02-08,06:05:43,Air Fryer 4L Digital,2201.36,Básico,em baixa,Casa & Cozinha
15,2026-02-08,05:07:17,Power Bank 20.000mAh,1633.21,Premium,cancelado,Esportes
19,2026-02-08,19:26:10,Kit Ferramentas 46 peças,1376.01,Premium,cancelado,Esportes
18,2026-02-08,10:38:09,Organizador de Cabos,2174.16,Infantil,ativo,Casa & Cozinha
27,2026-02-08,07:40:15,Livro Best‑Seller,323.13,Sustentável,em baixa,Casa & Cozinha
25,2026-02-08,18:18:13,Creme Hidratante 400ml,1247.01,Acessórios,ativo,Moda
9,2026-02-08,13:57:46,Air Fryer 4L Digital,1728.21,Premium,cancelado,Eletrônicos
27,2026-02-08,06:41:55,Livro Best‑Seller,2234.98,Sustentável,produzinho,Esportes
13,2026-02-08,01:03:59,Câmera de Segurança Wi‑Fi,1975.54,Edição Especial,produzinho,Beleza
21,2026-02-08,07:18:01,Jogo de Lençol Queen,914.47,Básico,cancelado,Moda
27,2026-02-08,14:03:10,Livro Best‑Seller,726.37,Edição Especial,produzinho,Moda
